lib_id,Aichivirus_A,Aparavirus_sp.,Aphis_glycines_virus,Apis_dicistrovirus_3,Arenavirus_sp.,Arteriviridae_sp.,Bamboo_rat_coronavirus,Betacoronavirus_1,Cardamones_virus,Dicistroviridae_sp.,Hubei_rhabdo-like_virus_6,Hunnivirus_A,Infectious_bronchitis_virus,Influenza_A_virus_H9N2,Mamastrovirus_3,Mammarenavirus,new_Aliusviridae1,new_Arteriviridae1,new_Arteriviridae2,new_Arteriviridae3,new_Arteriviridae4,new_Rhabdovirus_1,new_Partitiviridae,Paramyxoviridae_sp.,Partitiviridae_sp.,Picobirnavirus_sp.,Picornaviridae_sp.,Porcine_astrovirus,Porcine_bocavirus,Porcine_circovirus,Porcine_sapovirus,Porcine_torovirus,Posavirus,Rat_astrovirus,Rattus_tanezumi_jeilongvirus,Rodent_parvovirus,Rotavirus_A,Sapovirus_GVII,Soybean_thrips_denso-like_virus,Wenzhou_rodent_chuvirus_1,Wenzhou_rodent_phenuivirus_1,Boolarra_virus,Melnik_nodavirus
R24100205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R24100206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R24100207,0,0,0,0,0,0.495840529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348132153,0,0,0,0,0,0,0,0
R24100208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R24100209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R24100210,0,0,0,0,0,0.377830604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R24100211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.035637161,0,0,0,0,0,0,0
R24100212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.712933348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S200040588_L01_21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S200040588_L01_27,0,2.51936808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.383558971,0.745697733,2.706418968,0,0,0,0,0,0,0,0,0,3.64597948,0,2.396350474,0,0,0,0
S200040588_L01_28,0,1.327262548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.285318358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S200040588_L01_42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.210347835,0,0,0,0,0,0,0,0,0,0,0.384437088,0,0,0,0,0,0
S200040588_L01_51,0,1.820901071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.955548993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S200040588_L01_55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S200040588_L01_59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S200040588_L01_70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.916943544,0,0,0,0,0,0,0,0,0,0,1.48436645,0,0,0,0,0,0
S200040588_L01_92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yjyd2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yjyd3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yjyd5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yjydys23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yjydys25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
